"","V1","V2"
"prc",0.338617999136229,255
"prc",0.739947956046272,542
"prc",0.44209059722119,112
"prc",0.387097483208659,389
"prc",0.222018805158635,285
"prc",0.456631248210758,338
"prc",0.421975826706701,382
"prc",0.661954635662556,565
"prc",0.33132038971464,348
"prc",0.373474397015411,251
"prc",0.413031637791873,266
"prc",0.254865372887466,395
"prc",0.580587085190174,191
"prc",0.793720103805775,546
"prc",0.537630156524589,347
"prc",0.364452929516305,349
"prc",0.496368255583642,336
"prc",0.442931803462516,165
"prc",0.526823257952929,373
"prc",0.472702310797119,514
"prc",0.518720755549148,351
"prc",0.424398727476889,315
"prc",0.346925042797172,437
"prc",0.375691918114602,535
"prc",0.469357966839646,382
"prc",0.254815633026518,428
"prc",0.56080193508179,458
"prc",0.640318721718356,458
"prc",0.462100206473842,559
"prc",0.351837190314032,428
"prc",0.832664871944443,306
"prc",0.425511100900852,433
"prc",0.50632651287551,154
"prc",0.496596009676509,445
"prc",0.988519224968246,254
"prc",0.523132298277034,546
"prc",0.604505230585734,326
"prc",0.824792906185429,212
"prc",0.299824021661325,205
"prc",0.559737719400402,285
"prc",0.411954475158606,437
"prc",0.613394839771494,254
"prc",0.448236483171509,454
"prc",0.832493091463385,410
"prc",0.762640788804228,252
"prc",0.528829183464906,277
"prc",0.338296543777391,293
"prc",0.326296716511213,396
"prc",0.313396189120215,271
"prc",0.283859577083084,354
"prc",0.42930130593643,251
"prc",0.22972150029852,381
"prc",0.54433840673709,309
"prc",0.486817016653424,425
"prc",0.197858073937834,419
"prc",0.610881350832243,403
"prc",0.253863998448987,594
"prc",0.415072863880435,347
"prc",0.860167093614262,355
"prc",0.518424223514968,295
"prc",0.467244936797184,174
"prc",0.483596038002083,339
"prc",0.526557590388419,412
"prc",0.486980134520461,386
"prc",0.389630527991948,468
"prc",0.287341092170819,342
"prc",0.227642601746518,189
"prc",0.437631911746975,416
"prc",0.775942546707195,277
"prc",0.550317766173907,324
"prc",0.81528351754498,404
"prc",0.578432643776942,540
"prc",0.231840435973935,337
"prc",0.580361591939467,261
"prc",0.705336175654631,406
"prc",0.882191677313554,413
"prc",0.655234522825363,687
"prc",0.64562402069386,205
"prc",0.522053889985032,275
"prc",0.500678058149768,408
"prc",0.386961664628493,255
"prc",0.615298865265122,205
"prc",0.520326580916184,420
"prc",0.386738455998985,167
"prc",0.688470558190317,625
"prc",0.669580190514634,371
"prc",0.337735221971411,275
"prc",0.237400402161932,242
"prc",0.746197019890681,327
"prc",0.817367138934559,279
"prc",0.746188813453431,420
"prc",0.471557006882869,411
"prc",0.389249901893896,399
"prc",0.36084388409029,275
"prc",0.758591668261033,444
"prc",0.335071191769824,197
"prc",0.426205595095149,364
"prc",0.254290458967033,227
"prc",0.527846136031417,285
"prc",0.201030826141291,385
"prc",0.721901985808623,406
"prc",0.356742670499336,264
"prc",0.622595042454298,550
"prc",0.341342290921648,314
"prc",0.307719570923341,347
"prc",0.460683145523802,307
"prc",0.540355877735305,278
"prc",0.55508932138921,221
"prc",0.520445312957699,455
"prc",0.436032846712087,568
"prc",0.633141295074796,450
"prc",0.325699839668677,433
"prc",0.481737583551885,329
"prc",0.511660222263057,319
"prc",0.854888299579604,427
"prc",0.84538901115165,233
"prc",0.520543019542945,328
"prc",0.28656968745896,198
"prc",0.366943760136982,412
"prc",0.306638748095754,171
"prc",0.516516437057369,530
"prc",0.361417686220112,489
"prc",0.492549668609293,434
"prc",0.621093052284171,366
"prc",0.372725502552063,480
"prc",0.234602919944069,262
"prc",0.556964705387751,466
"prc",0.513167960313605,420
"prc",0.282833773590369,241
"prc",0.685809733272694,479
"prc",0.653017414971164,329
"prc",0.793038384008276,474
"prc",0.661365026661067,255
"prc",0.612628199537741,495
"prc",0.284966119349587,494
"prc",0.291310479885113,349
"prc",0.884652464614049,381
"prc",0.677614706581203,438
"prc",0.462673991042755,182
"prc",0.551842521242432,398
"prc",0.61100391027682,201
"prc",0.711432427341374,345
"prc",0.430543013886713,456
"prc",0.324675088581976,313
"prc",0.693493062021101,557
"prc",0.505563230506126,165
"prc",0.455579115162037,239
"prc",0.329213893255584,439
"prc",0.388688113369669,450
"prc",0.559444323822162,379
"prc",0.365460964486587,616
"prc",0.292569569774045,301
"prc",0.182255777883544,226
"prc",0.81312307626849,489
"prc",0.775847674914654,434
"prc",0.40898214606276,363
"prc",0.337683220590264,341
"prc",0.356593888298627,436
"prc",0.832036357019462,614
"prc",0.335238797027326,186
"prc",0.857093152180497,648
"prc",0.813930148358512,477
"prc",0.522351237307759,270
"prc",0.711534280385274,327
"prc",0.704390691639855,503
"prc",0.719520743594998,498
"prc",0.617032756916996,495
"prc",0.500394893822205,515
"prc",0.553951436962348,519
"prc",0.620562430830928,670
"prc",0.435699004901062,453
"prc",0.341359263260794,407
"prc",0.555649156880145,235
"prc",0.379504421480438,222
"prc",0.232195338354099,405
"prc",0.239075591450959,356
"prc",0.785004609437915,657
"prc",0.165315490081066,365
"prc",0.547930123835948,448
"prc",0.226865666377742,273
"prc",0.495840678958624,247
"prc",0.536901186797768,305
"prc",0.418940265301944,440
"prc",0.345206993943373,353
"prc",0.608536222246567,398
"prc",0.817053747550018,534
"prc",0.960287994750794,482
"prc",0.676994462927036,293
"prc",0.132453693009402,282
