"","V1","V2"
"prc",0.137990998533445,223
"prc",0.381196637761633,348
"prc",0.192234906947386,199
"prc",0.155657018835875,253
"prc",0.300760598510011,285
"prc",0.256805596572767,226
"prc",0.00781870153276067,178
"prc",0.163753961348705,211
"prc",0.0587935628197795,157
"prc",0.191716331068116,186
"prc",0.171425118507982,181
"prc",0.196496586812496,217
"prc",0.231896852937655,235
"prc",0.288552927210489,216
"prc",0.240751049297624,227
"prc",0.0530365886892576,121
"prc",0.25975099347057,212
"prc",0.330555955779501,273
"prc",0.315756970679241,186
"prc",0.106674460929216,166
"prc",0.211323288870957,153
"prc",0.166350549484841,219
"prc",0.261290135198711,220
"prc",0.230165098697203,180
"prc",0.21827724852097,196
"prc",0.240218195229878,224
"prc",0.255782417390021,179
"prc",0.46757167059563,297
"prc",0.11075000250776,154
"prc",0.212491354209864,159
"prc",0.288290705416516,207
"prc",0.164045163429634,175
"prc",0.18551520114792,139
"prc",0.361196216614552,194
"prc",0.234001275442961,213
"prc",0.334027590118349,168
"prc",0.363659376815582,257
"prc",0.0854422488387711,137
"prc",0.0226166511054023,154
"prc",0.213120063185674,194
"prc",0.364267684327639,186
"prc",0.214305578309897,216
"prc",0.0769164398755403,181
"prc",0.374597971366134,198
"prc",0.393562521232182,314
"prc",0.373229105883899,289
"prc",0.192164293029619,152
"prc",0.0788714776613622,174
"prc",0.286579305784065,194
"prc",0.424880799554544,221
"prc",0.191524563092172,147
"prc",0.0306626973661831,195
"prc",0.179672758280866,160
"prc",0.416182537401442,220
"prc",0.190873689356479,240
"prc",0.247595799668126,172
"prc",0.232269033101826,218
"prc",0.250624930871486,265
"prc",0.289947651284382,235
"prc",0.0698225092397564,161
"prc",0.208704813941765,171
"prc",0.275418112637183,193
"prc",0.411102686122188,233
"prc",0.321891162501301,220
"prc",0.3683964196147,156
"prc",0.241078631663147,207
"prc",0.0266934549064357,115
"prc",0.203106364162602,153
"prc",0.269916063740612,260
"prc",0.211739465692537,146
"prc",0.185525866962111,141
